,Temperatura,Humedad,Presion,Descripcion,dt,Velocidad viento,Grados viento,Ciudad,Dia
0,16.939999999999998,89,1017,overcast clouds,1624156554,1.42,223,Puebla,2021-06-19 21:35:54
